run_id,regime,seed,arm,evidence_strength,condition_id,family,delta,noise,order,baseline_steps,attractor_belief,stable_window,local_probe_count,local_probes_passed,D_pre,D_immediate_first,D_immediate_last,D_final,D_post,delta_D,C_pre,C_post,C_post_defined_steps,normal_accepted,normal_rejected,acceptance_rate,rejection_rate,external_delivery_count,bypass_delivery_count,external_update_accepted_count,external_rejected_count,actual_revision_count,qualifying_revision_count,genuine_revision_count,apparent_correction_count,relapse_observed,relapse_rate_if_eligible,relapse_start_step,relapse_confirmation_step,time_to_relapse,time_to_relapse_from_last_injection,persistent_escape,persistent_escape_rate,normal_post_steps,steps_after_last_injection,classification,reference_corruption,reference_avoidance,path_length,L_actual,L_min_real,L_min_binary64,accepted_step_count,rejected_step_count,accepted_moves,first_rejection_step,first_rejection_gap,disconnected_gap_size,max_rejection_excess,TV,TV_input_only,actual_state_TV,requested_max_gap,first_requested_gap_step,requested_disconnected_edges,all_requested_edges_admissible,first_target_step,target_reached,target_reached_final,final_belief,bridge_completion,unordered_graph_path_exists,unordered_shortest_path_length,target_in_offered_values,sequence_sha256,multiset_sha256,empty_hold_steps
minimum_float_frontier_seed29,stationary,29,admissible_bridge,1.0,minimum_float_frontier,minimum,,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,21,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,19,23,19,19,False,0,120,120,E_relapse,not_available,not_available,21,21,20,21,21,0,21,,,,,1.0,0.9500000000000001,1.0,0.05,,0,True,21,True,True,0.0,True,True,21,True,aac1f193689b8165c17f69f1945ed24e761efdfbbdc55adffd61b67b9954c9a3,28d0bc857993b21e605fd8fbac7a826b0916b9ad0939583c634894159d7689fa,99
minimum_uniform19_seed29,stationary,29,admissible_bridge,1.0,minimum_uniform19,minimum,,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,19,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,19,19,20,21,0,19,0,1,0.05263157894736836,1.0,0.95,1.0,0.9473684210526316,0.0,0.052631578947368474,1,19,False,,False,False,1.0,False,False,,True,1dcff44116c3356f038454ae23f3bd403e638d421d7d1ed5563d0eb4a96cdcb3,822b74ea3bb99566f682e90e74ad5203316e3661d60460440524198aca6f568a,101
minimum_uniform20_seed29,stationary,29,admissible_bridge,1.0,minimum_uniform20,minimum,,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,20,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,20,20,20,21,0,20,0,1,0.050000000000000044,1.0,0.95,1.0,0.95,0.0,0.050000000000000044,1,12,False,,False,False,1.0,False,False,,True,afd9600ca26821e23857938957dbedafd8b76b73424dc9b852c9dcf287c85e77,49c43aef50324c9cd2b0ccc408b631157a0cf2769edecc453dfa97ffc5d50d47,100
minimum_uniform21_seed29,stationary,29,admissible_bridge,1.0,minimum_uniform21,minimum,,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,21,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,20,24,20,20,False,0,120,120,E_relapse,not_available,not_available,21,21,20,21,21,0,21,,,,,1.0,0.9523809523809523,1.0,0.04761904761904767,,0,True,21,True,True,0.0,True,True,21,True,d48df378af6ddadd96fc31279808adb58485f49b1fa42502746da938a166d7ef,a0fa61d6bba8e129df2f5837725215e70818d3b88ceb17f95257a321326dc308,99
delta_0.025_seed29,stationary,29,admissible_bridge,1.0,delta_0.025,step_size,0.025,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,40,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,38,42,38,38,False,0,120,120,E_relapse,not_available,not_available,40,40,20,21,40,0,40,,,,,1.0,0.975,1.0,0.025000000000000133,,0,True,40,True,True,0.0,True,True,30,True,4b13f810dd7bbcbe31b0cf2910b91158ab475b82c66bf2f53384f1e02953da98,87857add60f626c74def5582aa5d0281ab521392ceb158a1609640577513713d,80
delta_0.049_seed29,stationary,29,admissible_bridge,1.0,delta_0.049,step_size,0.049,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,21,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,20,24,20,20,False,0,120,120,E_relapse,not_available,not_available,21,21,20,21,21,0,21,,,,,1.0,0.951,1.0,0.049000000000000044,,0,True,21,True,True,0.0,True,True,21,True,4f7377a26449caedc62c43067d1eff5b6d62d15df18c90d9e820d632c660ba57,837778ee723528209ef943fdc704f161daf58eaf19eb607f5177ff761013dd86,99
delta_0.0499_seed29,stationary,29,admissible_bridge,1.0,delta_0.0499,step_size,0.0499,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,21,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,20,24,20,20,False,0,120,120,E_relapse,not_available,not_available,21,21,20,21,21,0,21,,,,,1.0,0.9501,1.0,0.049900000000000055,,0,True,21,True,True,0.0,True,True,21,True,8b7be00c8699dfb7cb761334d89726fcb49f9b11ffcf7e6026d8918675fcc92b,eef2ae9872598f9407e8cced30f27e881fe0623994bf5824dd733d8f033de88a,99
delta_0.05_seed29,stationary,29,admissible_bridge,1.0,delta_0.05,step_size,0.05,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,20,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,20,20,20,21,0,20,0,1,0.050000000000000044,1.0,0.95,1.0,0.95,0.0,0.050000000000000044,1,12,False,,False,False,1.0,False,False,,True,11fd1ae40298f9166f09d1de4e233c897a980aec55b0e5936472c6b4b71c1e73,8ae102238cf6ff42c1ff27c5ab7003b3917ea314955d959caf9fd0ffdf4ded92,100
delta_0.0501_seed29,stationary,29,admissible_bridge,1.0,delta_0.0501,step_size,0.0501,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,20,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,20,20,20,21,0,20,0,1,0.05010000000000003,1.0,0.95,1.0,0.9499,0.0,0.05010000000000003,1,19,False,,False,False,1.0,False,False,,True,dbbb12d132a7651f65b04c1111e55275d336d07aafb958e70bec7d3986e55842,11504f0846779ade59851b8d8044270c8e715ee57e86faba8a3b62489aad8b3d,100
delta_0.051_seed29,stationary,29,admissible_bridge,1.0,delta_0.051,step_size,0.051,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,20,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,20,20,20,21,0,20,0,1,0.051000000000000045,1.0,0.95,1.0,0.949,0.0,0.051000000000000045,1,19,False,,False,False,1.0,False,False,,True,24b34eb946f965a6014f4b8bb30e3da674d1e14fb1bb37f9e0eae4cd11b729b4,427b7b660b2d27e29ac384701b33de05c3405b6262cf88fbfb792778060b0abe,100
delta_nextbelow_seed29,stationary,29,admissible_bridge,1.0,delta_nextbelow,step_size,0.049999999999999996,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,20,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,20,20,20,21,0,20,0,1,0.050000000000000044,0.9999999999999999,0.9499999999999998,0.9999999999999999,0.9499999999999998,0.0,0.050000000000000044,1,11,False,,False,False,1.0,False,False,,False,76053ecec083013bc206d5c8b75c5e18e63da73e0099a7bba41a62fe0d20bc8a,7ce8a080defe94f2b157a4c7ef0874790805f2ff181a55f40fc8916a1f46faa0,100
delta_nextabove_seed29,stationary,29,admissible_bridge,1.0,delta_nextabove,step_size,0.05000000000000001,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,20,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,20,20,20,21,0,20,0,1,0.050000000000000044,1.0,0.95,1.0,0.95,0.0,0.050000000000000044,1,13,False,,False,False,1.0,False,False,,True,7057310ca84ab2fe10d6d6df3671d7536e55f226ace8ca0fef0cf3eeaf57d9ea,567d93e8d0a831b6d4a8d6cb01bfd191663f4dcf6464ea481c7ace641d27a694,100
bridge_valid04_seed29,stationary,29,admissible_bridge,1.0,bridge_valid04,broken_bridge,,0.0,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,25,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,24,28,24,24,False,0,120,120,E_relapse,not_available,not_available,25,25,20,21,25,0,25,,,,,1.0,0.96,1.0,0.040000000000000036,,0,True,25,True,True,0.0,True,True,25,True,0f1244efbd54cdbfcdcd10ff1f8bb32bd0dbc336246bfbbd250c1c63e97c2788,961a8a18520d7ff022e0df2c4f07c74580e3753e8d5b61cd057127c144c47495,95
broken_early_seed29,stationary,29,admissible_bridge,1.0,broken_early,broken_bridge,,,,11,0.0,10,3,True,1.0,0.0,0.0,0.040000000000000036,0.040000000000000036,-0.96,1.0,,0,1,23,0.041666666666666664,0.9583333333333334,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,24,24,20,21,1,23,1,2,0.07999999999999996,0.96,0.9099999999999999,1.0,0.96,0.040000000000000036,0.07999999999999996,2,1,False,,False,False,0.96,False,False,,True,78b4fb9b9719b0431333398f4f9747f8f5c3ec340e6e6c6de06c7800d9675479,e1459b346649d88bd07fddca16fbdcb9ca7c039dbcae02a72c9da2e6381a2237,96
broken_middle_seed29,stationary,29,admissible_bridge,1.0,broken_middle,broken_bridge,,,,11,0.0,10,3,True,1.0,0.0,0.0,0.48,0.48,-0.52,1.0,,0,12,12,0.5,0.5,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,24,24,20,21,12,12,12,13,0.08000000000000007,0.52,0.47000000000000003,1.0,0.96,0.48,0.08000000000000007,13,1,False,,False,False,0.52,False,False,,True,4590eca1d35ad91774047eac153857561f5b347a285b67a47dc8b8727974f5c3,6ea392c095a55525b45c8140054c445121d918182b7f5520512d20210930bac4,96
broken_late_seed29,stationary,29,admissible_bridge,1.0,broken_late,broken_bridge,,,,11,0.0,10,3,True,1.0,0.0,0.0,0.92,0.9200000000000002,-0.07999999999999985,1.0,,0,23,1,0.9583333333333334,0.041666666666666664,1,1,1,0,1,1,0,0,False,0,,,,,False,0,120,120,mixed_or_partial_escape,not_available,not_available,24,24,20,21,23,1,23,24,0.07999999999999996,0.07999999999999996,0.029999999999999957,1.0,0.96,0.92,0.07999999999999996,24,1,False,,False,False,0.07999999999999996,False,False,,True,2f5841a8c97a7383a63dbf533882fcb7b47993b995df84a1b780ea3a4cbbf6ac,a13d26d65cddd0b79e39e0191ea01ff3ca5a7e9f2f9931522fc32cfb0dc92cdd,96
bridge_valid02_seed29,stationary,29,admissible_bridge,1.0,bridge_valid02,broken_bridge,,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,50,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,48,52,48,48,False,0,120,120,E_relapse,not_available,not_available,50,50,20,21,50,0,50,,,,,1.0,0.98,1.0,0.020000000000000018,,0,True,50,True,True,0.0,True,True,25,True,3dd226045b6e60781386fccb033b9d076a2741201b8abf41deb82c9ceca8fa66,1f4509d1dad07c50a7a71cc09db8bc5435ca569cb56dd83693048f4ba96b20ac,70
broken_redundant_middle_seed29,stationary,29,admissible_bridge,1.0,broken_redundant_middle,broken_bridge,,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,49,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,47,51,47,47,False,0,120,120,E_relapse,not_available,not_available,49,49,20,21,49,0,49,,,,,1.0,0.98,1.0,0.040000000000000036,,0,True,49,True,True,0.0,True,True,25,True,e6dd572815b8ad52f7da441f3cfdeaca221bbb7d696780a6bedfd117425db8a1,b2390ee63581f2395691e23ae1b9ee0323c3692094a24a36dbe6fa4a767eba87,71
geometry_monotone_seed29,stationary,29,admissible_bridge,1.0,geometry_monotone,geometry,,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,32,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,31,35,31,31,False,0,120,120,E_relapse,not_available,not_available,32,32,20,21,32,0,32,,,,,1.0,0.96875,1.0,0.03125,,0,True,32,True,True,0.0,True,True,32,True,16d296c23fc8f0345b2ae1a011fd051fcb0780a81dc9e680ceff024994b35529,88b8f54545534d2526de52cb70a8c8c8c7c4b298f2b2ec8dabbd13f51bf82f43,88
geometry_detour_seed29,stationary,29,admissible_bridge,1.0,geometry_detour,geometry,,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,48,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,47,51,47,47,False,0,120,120,E_relapse,not_available,not_available,48,48,20,21,48,0,48,,,,,1.5,1.46875,1.5,0.03125,,0,True,48,True,True,0.0,True,True,32,True,0056beab4895ec8a9c65772e90f4ed5e174f099dd9243cefa5e7d22d709013ec,406594d25b29c690f83f97d54592a93a489b48260eb859e7234b9d44ff0a6d6e,72
geometry_oscillatory_seed29,stationary,29,admissible_bridge,1.0,geometry_oscillatory,geometry,,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,96,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,91,95,91,91,False,0,120,120,E_relapse,not_available,not_available,96,96,20,21,96,0,96,,,,,2.0,1.96875,2.0,0.03125,,0,True,94,True,True,0.0,True,True,22,True,4e93cce7688f26206b4995f6d1b2786815acc4d52ecaf1a19c1c80eef0105fb0,eb3610870123cf1f4bf588be2b6632a34704b470e3809be8cdef47a9df834ed7,24
geometry_random_connected_seed29,stationary,29,admissible_bridge,1.0,geometry_random_connected,geometry,,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,87,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,86,90,86,86,False,0,120,120,E_relapse,not_available,not_available,87,87,20,21,87,0,80,,,,,2.5,2.5,2.5,0.03125,,0,True,87,True,True,0.0,True,True,32,True,4c535f898f99a1f11978ab6aeb5650fecf3c66184b7a521175464e8761c75db4,54a0f36842497c606de8d1a3353873beac5c60cd10bdae59b9975d693ab3ae85,33
geometry_random_free_seed29,stationary,29,admissible_bridge,1.0,geometry_random_free,geometry,,,,11,0.0,10,3,True,1.0,0.0,0.0,0.28125,0.28125,-0.71875,1.0,,0,64,0,1.0,0.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,64,64,20,21,64,0,57,,,,,1.78125,1.78125,1.78125,0.03125,,0,True,,False,False,0.71875,False,False,,False,0baf9d456d2b94d283e6a02b206ac3603a34884e29ee41b56cec8c6be9dd4eed,02047c4956427793f64c39ec842c4e1b4e9fd420359d94631703572e74f4db64,56
order_ascending_seed29,stationary,29,admissible_bridge,1.0,order_ascending,order,,,ascending,11,0.0,10,3,True,1.0,0.0,0.0,0.025000000000000022,0.0012500000000000011,-0.99875,1.0,0.975,1,1,119,0.008333333333333333,0.9916666666666667,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,120,20,21,1,119,1,1,1.0,1.0,0.95,1.975,0.975,0.025000000000000022,1.0,1,1,False,,False,False,0.975,False,True,30,True,a86560a0e67b61e43dfb20c7007178cfd83d65ab7067568b9a9851b193b43d20,a86560a0e67b61e43dfb20c7007178cfd83d65ab7067568b9a9851b193b43d20,0
order_alternating_seed29,stationary,29,admissible_bridge,1.0,order_alternating,order,,,alternating,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,20,83,37,0.6916666666666667,0.30833333333333335,1,1,1,0,1,1,0,0,True,1,75,79,75,75,False,0,120,120,E_relapse,not_available,not_available,120,120,20,21,83,37,41,2,0.975,0.975,0.9249999999999999,38.05,38.025,1.0499999999999998,0.975,2,73,False,76,True,True,0.0,False,True,30,True,18d368d07ba75131a0a4907a7028696513e4ae0cfe13bb017c4158a760a09789,a86560a0e67b61e43dfb20c7007178cfd83d65ab7067568b9a9851b193b43d20,0
order_shuffled_seed29,stationary,29,admissible_bridge,1.0,order_shuffled,order,,,shuffled,11,0.0,10,3,True,1.0,0.0,0.0,0.025000000000000022,0.025000000000000022,-0.975,1.0,,0,1,119,0.008333333333333333,0.9916666666666667,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,120,20,21,1,119,1,1,1.0,1.0,0.95,28.674999999999997,27.674999999999997,0.025000000000000022,1.0,1,60,False,,False,False,0.975,False,True,30,True,89f6b27fe9dbae4224cb791dbe4e1f0174c7de528e711db995f5065fe17c4d41,a86560a0e67b61e43dfb20c7007178cfd83d65ab7067568b9a9851b193b43d20,0
noise_0.001_seed29,stationary,29,admissible_bridge,1.0,noise_0.001,noise,,0.001,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,25,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,24,28,24,24,False,0,120,120,E_relapse,not_available,not_available,25,25,20,21,25,0,25,,,,,1.0,0.9601644564677583,1.0,0.04189878038537165,,0,True,25,True,True,0.0,True,True,25,True,698e81c5f851e7cfb901ec5728d82390fcacfea686684399f7b87fdc69b80a70,ae4e2ef9c3e9b5852def69689813f96ec7cba80cd2e0a1ae20146e9ec540eab9,95
noise_0.004_seed29,stationary,29,admissible_bridge,1.0,noise_0.004,noise,,0.004,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,25,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,24,28,24,24,False,0,120,120,E_relapse,not_available,not_available,25,25,20,21,25,0,25,,,,,1.0,0.9606578258710331,1.0,0.047595121541486374,,0,True,25,True,True,0.0,True,True,25,True,078c4b662298e912f4f54ffc80587a0bf89a9ee513aa4a9a1d7e84578b326946,ef505767fe5136f3e4660c62c111e954720f7eaacbb03faaac4af5f10eda8b15,95
noise_0.006_seed29,stationary,29,admissible_bridge,1.0,noise_0.006,noise,,0.006,,11,0.0,10,3,True,1.0,0.0,0.0,0.3541133635874414,0.3541133635874414,-0.6458866364125586,1.0,,0,9,16,0.36,0.64,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,25,25,20,21,9,16,9,10,0.0513926823122296,0.6458866364125586,0.5958866364125586,1.0,0.9609867388065497,0.3541133635874414,0.0513926823122296,10,1,False,,False,False,0.6458866364125586,False,False,,True,bbfd1f08c55731eee12fa3e95e2bd06fd0a5c05d3ac4fa84bbbfdac028240c28,b6132797b6f1544ad35ead6f3a37c650e7452d90e5992bab5d77ac3d9101c453,95
noise_0.012_seed29,stationary,29,admissible_bridge,1.0,noise_0.012,noise,,0.012,,11,0.0,10,3,True,1.0,0.0,0.0,0.3482267271748828,0.3482267271748828,-0.6517732728251172,1.0,,0,9,16,0.36,0.64,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,25,25,20,21,9,16,9,10,0.06278536462445905,0.6517732728251172,0.6017732728251172,1.0,0.9619734776130995,0.3482267271748828,0.06278536462445905,10,3,False,,False,False,0.6517732728251172,False,False,,True,b97c226066336e484adfafeb01a5de21a710c601c1d5f95b8d891fe822aae090,a11f2b371416c45a1a7e302451befaaefb9e2cf0f91d646a254b21c3510602f0,95
control_no_input_seed41,stationary,41,admissible_bridge,1.0,control_no_input,control,,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,0,,,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,0,0,20,21,0,0,0,,,,,0,0,0,,,0,True,,False,False,1.0,False,False,,False,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945,120
control_abrupt0_seed41,stationary,41,admissible_bridge,1.0,control_abrupt0,control,,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,120,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,120,20,21,0,120,0,1,1.0,1.0,0.95,1.0,0.0,0.0,1.0,1,1,False,,False,False,1.0,False,False,,True,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0
control_E_gradual_seed41,stationary,41,admissible_bridge,1.0,control_E_gradual,control,,,descending,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,20,120,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,38,42,38,38,False,0,120,120,E_relapse,not_available,not_available,120,120,20,21,120,0,40,,,,,1.0,0.975,1.0,0.025000000000000133,,0,True,40,True,True,0.0,True,True,30,True,b8cd55b4a01a2b5feab05f79a7b416c5240e628ef72c8c3ce7c3bc4931f500b8,a86560a0e67b61e43dfb20c7007178cfd83d65ab7067568b9a9851b193b43d20,0
control_E_fast_seed41,stationary,41,admissible_bridge,1.0,control_E_fast,control,,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,120,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,120,20,21,0,120,0,1,1.0,1.0,0.95,1.0,0.0,0.0,1.0,1,1,False,,False,False,1.0,False,False,,True,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0
minimum_float_frontier_seed41,stationary,41,admissible_bridge,1.0,minimum_float_frontier,minimum,,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,21,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,19,23,19,19,False,0,120,120,E_relapse,not_available,not_available,21,21,20,21,21,0,21,,,,,1.0,0.9500000000000001,1.0,0.05,,0,True,21,True,True,0.0,True,True,21,True,aac1f193689b8165c17f69f1945ed24e761efdfbbdc55adffd61b67b9954c9a3,28d0bc857993b21e605fd8fbac7a826b0916b9ad0939583c634894159d7689fa,99
minimum_uniform19_seed41,stationary,41,admissible_bridge,1.0,minimum_uniform19,minimum,,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,19,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,19,19,20,21,0,19,0,1,0.05263157894736836,1.0,0.95,1.0,0.9473684210526316,0.0,0.052631578947368474,1,19,False,,False,False,1.0,False,False,,True,1dcff44116c3356f038454ae23f3bd403e638d421d7d1ed5563d0eb4a96cdcb3,822b74ea3bb99566f682e90e74ad5203316e3661d60460440524198aca6f568a,101
minimum_uniform20_seed41,stationary,41,admissible_bridge,1.0,minimum_uniform20,minimum,,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,20,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,20,20,20,21,0,20,0,1,0.050000000000000044,1.0,0.95,1.0,0.95,0.0,0.050000000000000044,1,12,False,,False,False,1.0,False,False,,True,afd9600ca26821e23857938957dbedafd8b76b73424dc9b852c9dcf287c85e77,49c43aef50324c9cd2b0ccc408b631157a0cf2769edecc453dfa97ffc5d50d47,100
minimum_uniform21_seed41,stationary,41,admissible_bridge,1.0,minimum_uniform21,minimum,,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,21,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,20,24,20,20,False,0,120,120,E_relapse,not_available,not_available,21,21,20,21,21,0,21,,,,,1.0,0.9523809523809523,1.0,0.04761904761904767,,0,True,21,True,True,0.0,True,True,21,True,d48df378af6ddadd96fc31279808adb58485f49b1fa42502746da938a166d7ef,a0fa61d6bba8e129df2f5837725215e70818d3b88ceb17f95257a321326dc308,99
delta_0.025_seed41,stationary,41,admissible_bridge,1.0,delta_0.025,step_size,0.025,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,40,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,38,42,38,38,False,0,120,120,E_relapse,not_available,not_available,40,40,20,21,40,0,40,,,,,1.0,0.975,1.0,0.025000000000000133,,0,True,40,True,True,0.0,True,True,30,True,4b13f810dd7bbcbe31b0cf2910b91158ab475b82c66bf2f53384f1e02953da98,87857add60f626c74def5582aa5d0281ab521392ceb158a1609640577513713d,80
delta_0.049_seed41,stationary,41,admissible_bridge,1.0,delta_0.049,step_size,0.049,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,21,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,20,24,20,20,False,0,120,120,E_relapse,not_available,not_available,21,21,20,21,21,0,21,,,,,1.0,0.951,1.0,0.049000000000000044,,0,True,21,True,True,0.0,True,True,21,True,4f7377a26449caedc62c43067d1eff5b6d62d15df18c90d9e820d632c660ba57,837778ee723528209ef943fdc704f161daf58eaf19eb607f5177ff761013dd86,99
delta_0.0499_seed41,stationary,41,admissible_bridge,1.0,delta_0.0499,step_size,0.0499,,,11,0.0,10,3,True,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,0,21,0,1.0,0.0,1,1,1,0,1,1,0,0,True,1,20,24,20,20,False,0,120,120,E_relapse,not_available,not_available,21,21,20,21,21,0,21,,,,,1.0,0.9501,1.0,0.049900000000000055,,0,True,21,True,True,0.0,True,True,21,True,8b7be00c8699dfb7cb761334d89726fcb49f9b11ffcf7e6026d8918675fcc92b,eef2ae9872598f9407e8cced30f27e881fe0623994bf5824dd733d8f033de88a,99
delta_0.05_seed41,stationary,41,admissible_bridge,1.0,delta_0.05,step_size,0.05,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,20,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,20,20,20,21,0,20,0,1,0.050000000000000044,1.0,0.95,1.0,0.95,0.0,0.050000000000000044,1,12,False,,False,False,1.0,False,False,,True,11fd1ae40298f9166f09d1de4e233c897a980aec55b0e5936472c6b4b71c1e73,8ae102238cf6ff42c1ff27c5ab7003b3917ea314955d959caf9fd0ffdf4ded92,100
